Taxon_ID	Taxon_Name	Taxonomic_Level	Total_Reads	Abundance_Percentage
O	44907	        Desulfobaccales	0	4	  0.00
F	44908	          Desulfobaccaceae	0	4	  0.00
G	44909	            Desulfobacca	4	4	  0.00
C	44910	      Desulfobacteria	0	4	  0.00
O	44914	        Desulfobacterales	0	4	  0.00
F	44938	          Desulfosarcinaceae	0	4	  0.00
G	44952	            Sva0081 sediment group	4	4	  0.00
C	44981	      Desulfomonilia	0	4	  0.00
O	44982	        Desulfomonilales	0	4	  0.00
F	44983	          Desulfomonilaceae	0	4	  0.00
G	44984	            Desulfomonile	4	4	  0.00
C	45060	      Syntrophobacteria	0	3	  0.00
O	45061	        Syntrophobacterales	0	3	  0.00
F	45062	          Syntrophobacteraceae	0	3	  0.00
G	45069	            uncultured	2	2	  0.00
G	45068	            Syntrophobacter	1	1	  0.00
C	45087	      uncultured	3	3	  0.00
C	44955	      Desulfobulbia	0	2	  0.00
O	44956	        Desulfobulbales	0	2	  0.00
F	44957	          Desulfobulbaceae	0	1	  0.00
G	44961	            uncultured	1	1	  0.00
F	44962	          Desulfocapsaceae	0	1	  0.00
G	44970	            [Desulfobacterium] catecholicum group	1	1	  0.00
C	44985	      Desulfovibrionia	0	1	  0.00
O	44986	        Desulfovibrionales	0	1	  0.00
F	45002	          Desulfovibrionaceae	0	1	  0.00
G	45006	            Desulfovibrio	1	1	  0.00
C	45044	      Dissulfuribacteria	0	1	  0.00
O	45045	        Dissulfuribacterales	0	1	  0.00
F	45046	          Dissulfuribacteraceae	0	1	  0.00
G	45048	            Dissulfurimicrobium	1	1	  0.00
P	1385	    Chloroflexi	0	61	  0.05
C	1411	      Chloroflexia	0	27	  0.02
O	1413	        Chloroflexales	0	14	  0.01
F	1422	          Roseiflexaceae	0	12	  0.01
G	25158	            uncultured	12	12	  0.01
F	25155	          Herpetosiphonaceae	0	2	  0.00
G	25156	            Herpetosiphon	2	2	  0.00
O	25163	        Thermomicrobiales	0	13	  0.01
F	25165	          JG30-KF-CM45	12	12	  0.01
F	25164	          AKYG1722	1	1	  0.00
C	1448	      KD4-96	21	21	  0.02
C	1386	      Anaerolineae	1	12	  0.01
O	25146	        SJA-15	5	5	  0.00
O	25133	        Caldilineales	0	2	  0.00
F	25134	          Caldilineaceae	0	2	  0.00
G	25137	            uncultured	2	2	  0.00
O	25141	        RBG-13-54-9	2	2	  0.00
O	25127	        Ardenticatenales	0	1	  0.00
F	25131	          uncultured	1	1	  0.00
O	25142	        SBR1031	1	1	  0.00
C	1446	      JG30-KF-CM66	1	1	  0.00
P	45985	    Nitrospirota	0	52	  0.04
C	45994	      Nitrospiria	0	50	  0.04
O	45995	        Nitrospirales	0	50	  0.04
F	45996	          Nitrospiraceae	0	50	  0.04
G	45997	            Nitrospira	50	50	  0.04
C	45990	      Leptospirillia	0	2	  0.00
O	45991	        Leptospirillales	0	2	  0.00
F	45992	          Leptospirillaceae	0	2	  0.00
G	45993	            Leptospirillum	2	2	  0.00
P	43177	    Acidobacteriota	0	31	  0.02
C	43267	      Vicinamibacteria	0	10	  0.01
O	43271	        Vicinamibacterales	0	9	  0.01
F	43272	          Vicinamibacteraceae	2	5	  0.00
G	43275	            uncultured	2	2	  0.00
G	43273	            Luteitalea	1	1	  0.00
F	43276	          uncultured	4	4	  0.00
O	43269	        Subgroup 17	1	1	  0.00
C	43259	      Thermoanaerobaculia	0	8	  0.01
O	43260	        Thermoanaerobaculales	0	8	  0.01
F	43261	          Thermoanaerobaculaceae	0	8	  0.01
G	43263	            Subgroup 10	8	8	  0.01
C	43179	      Acidobacteriae	0	5	  0.00
O	43198	        Bryobacterales	0	2	  0.00
F	43199	          Bryobacteraceae	0	2	  0.00
G	43200	            Bryobacter	2	2	  0.00
O	43211	        Subgroup 2	2	2	  0.00
O	43210	        Subgroup 15	1	1	  0.00
C	43215	      Blastocatellia	0	4	  0.00
O	43217	        Blastocatellales	0	4	  0.00
F	43218	          Blastocatellaceae	0	4	  0.00
G	43221	            JGI 0001001-H03	3	3	  0.00
G	43220	            Blastocatella	1	1	  0.00
C	43237	      Holophagae	0	2	  0.00
O	43248	        Subgroup 7	2	2	  0.00
C	43213	      Aminicenantia	0	1	  0.00
O	43214	        Aminicenantales	1	1	  0.00
C	43255	      Subgroup 22	1	1	  0.00
P	43853	    Armatimonadota	0	26	  0.02
C	43854	      Armatimonadia	0	23	  0.02
O	43855	        Armatimonadales	0	23	  0.02
F	43856	          Armatimonadaceae	0	23	  0.02
G	43857	            Armatimonas	23	23	  0.02
C	43858	      Chthonomonadetes	0	3	  0.00
O	43859	        Chthonomonadales	3	3	  0.00
P	11400	    Hydrogenedentes	0	16	  0.01
C	25702	      Hydrogenedentia	0	16	  0.01
O	25703	        Hydrogenedentiales	0	16	  0.01
F	25704	          Hydrogenedensaceae	12	16	  0.01
G	45890	            YC-ZSS-LKJ63	4	4	  0.00
P	45855	    Fusobacteriota	0	14	  0.01
C	45856	      Fusobacteriia	0	14	  0.01
O	45857	        Fusobacteriales	0	14	  0.01
F	45864	          Leptotrichiaceae	0	14	  0.01
G	45872	            uncultured	11	11	  0.01
G	45866	            Hypnocyclicus	3	3	  0.00
P	46586	    SAR324 clade(Marine group B)	14	14	  0.01
P	25541	    Dependentiae	0	14	  0.01
C	25542	      Babeliae	0	14	  0.01
O	25543	        Babeliales	1	14	  0.01
F	25548	          Vermiphilaceae	9	9	  0.01
F	25544	          Babeliaceae	3	3	  0.00
F	25546	          UBA12409	1	1	  0.00
P	45093	    Elusimicrobiota	0	9	  0.01
C	45095	      Elusimicrobia	0	6	  0.00
O	45100	        Lineage IV	6	6	  0.00
C	45107	      Lineage IIa	2	2	  0.00
C	45109	      Lineage IIc	1	1	  0.00
P	45974	    NB1-j	9	9	  0.01
P	45891	    Latescibacterota	7	7	  0.01
P	46587	    Spirochaetota	0	6	  0.00
C	46608	      MVP-15	3	3	  0.00
C	46609	      Spirochaetia	0	3	  0.00
O	46610	        Spirochaetales	0	3	  0.00
F	46611	          Spirochaetaceae	0	3	  0.00
G	46624	            Treponema	2	2	  0.00
G	46625	            uncultured	1	1	  0.00
P	27010	    WPS-2	6	6	  0.00
P	14742	    WS2	4	4	  0.00
P	44881	    Deinococcota	0	4	  0.00
C	44882	      Deinococci	0	4	  0.00
O	44883	        Deinococcales	0	4	  0.00
F	44884	          Deinococcaceae	0	4	  0.00
G	44886	            Deinococcus	4	4	  0.00
P	46634	    Sva0485	3	3	  0.00
P	25726	    Margulisbacteria	3	3	  0.00
P	46635	    Synergistota	0	2	  0.00
C	46636	      Synergistia	0	2	  0.00
O	46637	        Synergistales	0	2	  0.00
F	46638	          Synergistaceae	0	2	  0.00
G	46651	            Lactivibrio	1	1	  0.00
G	46649	            JGI-0000079-D21	1	1	  0.00
P	46628	    Sumerlaeota	0	2	  0.00
C	46629	      Sumerlaeia	0	2	  0.00
O	46630	        Sumerlaeales	0	2	  0.00
F	46631	          Sumerlaeaceae	0	2	  0.00
G	46632	            Sumerlaea	2	2	  0.00
P	27012	    Zixibacteria	1	1	  0.00
P	25727	    Modulibacteria	0	1	  0.00
C	25728	      Moduliflexia	0	1	  0.00
O	25729	        Moduliflexales	0	1	  0.00
F	25730	          Moduliflexaceae	1	1	  0.00
P	45897	    Methylomirabilota	0	1	  0.00
C	45898	      Methylomirabilia	0	1	  0.00
O	45907	        Rokubacteriales	0	1	  0.00
F	45908	          WX65	1	1	  0.00
P	45896	    MBNT15	1	1	  0.00
D	4	  Eukaryota	1	1	  0.00
U	0	unclassified	63	63	 26.36
R	1	root	0	176	 73.64
D	3	  Bacteria	1	176	 73.64
P	2375	    Proteobacteria	0	103	 43.10
C	3303	      Gammaproteobacteria	0	95	 39.75
O	46449	        Enterobacterales	0	57	 23.85
F	46454	          Enterobacteriaceae	0	57	 23.85
G	46463	            Escherichia-Shigella	52	52	 21.76
G	46474	            Salmonella	2	2	  0.84
G	46462	            Enterobacter	2	2	  0.84
G	46465	            Klebsiella	1	1	  0.42
O	46187	        Burkholderiales	0	36	 15.06
F	46259	          Comamonadaceae	0	28	 11.72
G	46283	            Limnohabitans	6	6	  2.51
G	46269	            Comamonas	6	6	  2.51
G	46298	            Rhodoferax	3	3	  1.26
G	46272	            Delftia	3	3	  1.26
G	46260	            Acidovorax	2	2	  0.84
G	46262	            Aquabacterium	2	2	  0.84
G	46315	            uncultured	1	1	  0.42
G	46278	            Ideonella	1	1	  0.42
G	46303	            Simplicispira	1	1	  0.42
G	46276	            Hydrogenophaga	1	1	  0.42
G	46304	            Sphaerotilus	1	1	  0.42
G	46310	            Verminephrobacter	1	1	  0.42
F	46220	          Burkholderiaceae	0	3	  1.26
G	46224	            Cupriavidus	1	1	  0.42
G	46225	            Lautropia	1	1	  0.42
G	46229	            Polynucleobacter	1	1	  0.42
F	46361	          Nitrosomonadaceae	0	2	  0.84
G	46366	            IS-44	2	2	  0.84
F	46403	          Rhodocyclaceae	0	1	  0.42
G	46409	            Candidatus Accumulibacter	1	1	  0.42
F	46375	          Oxalobacteraceae	0	1	  0.42
G	46385	            Herbaspirillum	1	1	  0.42
F	46337	          Methylophilaceae	0	1	  0.42
G	46346	            UBA6140	1	1	  0.42
O	26616	        Diplorickettsiales	0	1	  0.42
F	26617	          Diplorickettsiaceae	0	1	  0.42
G	26618	            Aquicella	1	1	  0.42
O	3552	        Legionellales	0	1	  0.42
F	3559	          Legionellaceae	0	1	  0.42
G	3560	            Legionella	1	1	  0.42
C	2379	      Alphaproteobacteria	0	8	  3.35
O	2557	        Rhodobacterales	0	3	  1.26
F	2558	          Rhodobacteraceae	0	3	  1.26
G	14530	            Cereibacter	1	1	  0.42
G	2624	            Rhodobacter	1	1	  0.42
G	2566	            Celeribacter	1	1	  0.42
O	2823	        Sphingomonadales	0	3	  1.26
F	2844	          Sphingomonadaceae	1	3	  1.26
G	2846	            Novosphingobium	2	2	  0.84
O	2421	        Rhizobiales	0	1	  0.42
F	2545	          Xanthobacteraceae	0	1	  0.42
G	2550	            Pseudolabrys	1	1	  0.42
O	2761	        Rickettsiales	0	1	  0.42
F	2805	          Mitochondria	1	1	  0.42
P	43868	    Bacteroidota	0	34	 14.23
C	43869	      Bacteroidia	0	34	 14.23
O	44160	        Flavobacteriales	0	14	  5.86
F	44183	          Flavobacteriaceae	0	12	  5.02
G	44221	            Flavobacterium	12	12	  5.02
F	44167	          Crocinitomicaceae	0	2	  0.84
G	44170	            Fluviicola	2	2	  0.84
O	44330	        Sphingobacteriales	1	11	  4.60
F	44343	          NS11-12 marine group	9	9	  3.77
F	44363	          env.OPS 17	1	1	  0.42
O	44057	        Cytophagales	0	9	  3.77
F	44135	          Spirosomaceae	0	8	  3.35
G	44150	            Pseudarcicella	8	8	  3.35
F	44068	          Cyclobacteriaceae	0	1	  0.42
G	44069	            Algoriphagus	1	1	  0.42
P	46698	    Verrucomicrobiota	0	10	  4.18
C	46771	      Verrucomicrobiae	1	9	  3.77
O	46847	        uncultured	7	7	  2.93
O	46791	        Opitutales	0	1	  0.42
F	46801	          Puniceicoccaceae	0	1	  0.42
G	46803	            Cerasicoccus	1	1	  0.42
C	46766	      Omnitrophia	0	1	  0.42
O	46767	        Omnitrophales	0	1	  0.42
F	46768	          Omnitrophaceae	0	1	  0.42
G	46769	            Candidatus Omnitrophus	1	1	  0.42
P	43279	    Actinobacteriota	0	9	  3.77
C	43309	      Actinobacteria	0	8	  3.35
O	43376	        Frankiales	0	4	  1.67
F	43393	          Sporichthyaceae	1	4	  1.67
G	43397	            hgcI clade	3	3	  1.26
O	43416	        Micrococcales	0	3	  1.26
F	43490	          Microbacteriaceae	0	3	  1.26
G	43534	            Microbacterium	1	1	  0.42
G	43498	            Candidatus Aquiluna	1	1	  0.42
G	43546	            Rhodoluna	1	1	  0.42
O	43709	        Streptomycetales	0	1	  0.42
F	43710	          Streptomycetaceae	0	1	  0.42
G	43715	            Streptomyces	1	1	  0.42
C	43280	      Acidimicrobiia	0	1	  0.42
O	43295	        Microtrichales	0	1	  0.42
F	43298	          Ilumatobacteraceae	0	1	  0.42
G	43299	            CL500-29 marine group	1	1	  0.42
P	50044	    Campylobacterota	0	6	  2.51
C	50045	      Campylobacteria	0	6	  2.51
O	50046	        Campylobacterales	0	6	  2.51
F	50047	          Arcobacteraceae	0	5	  2.09
G	50048	            Arcobacter	3	3	  1.26
G	50052	            Pseudarcobacter	1	1	  0.42
G	50053	            uncultured	1	1	  0.42
F	50070	          Sulfurimonadaceae	0	1	  0.42
G	50071	            Sulfuricurvum	1	1	  0.42
P	1672	    Firmicutes	0	5	  2.09
C	1673	      Bacilli	1	5	  2.09
O	1674	        Bacillales	0	3	  1.26
F	1680	          Bacillaceae	0	3	  1.26
G	1688	            Bacillus	3	3	  1.26
O	45284	        Staphylococcales	0	1	  0.42
F	45287	          Staphylococcaceae	0	1	  0.42
G	45295	            Staphylococcus	1	1	  0.42
P	1500	    Cyanobacteria	0	4	  1.67
C	44560	      Cyanobacteriia	0	4	  1.67
O	44561	        Chloroplast	4	4	  1.67
P	43853	    Armatimonadota	0	2	  0.84
C	43854	      Armatimonadia	0	2	  0.84
O	43855	        Armatimonadales	0	2	  0.84
F	43856	          Armatimonadaceae	0	2	  0.84
G	43857	            Armatimonas	2	2	  0.84
P	45855	    Fusobacteriota	0	1	  0.42
C	45856	      Fusobacteriia	0	1	  0.42
O	45857	        Fusobacteriales	0	1	  0.42
F	45858	          Fusobacteriaceae	0	1	  0.42
G	45859	            Cetobacterium	1	1	  0.42
P	25541	    Dependentiae	0	1	  0.42
C	25542	      Babeliae	0	1	  0.42
O	25543	        Babeliales	0	1	  0.42
F	25548	          Vermiphilaceae	1	1	  0.42
U	0	unclassified	154	154	  0.02
R	1	root	0	718402	 99.98
D	3	  Bacteria	394	718401	 99.98
P	2375	    Proteobacteria	68	358612	 49.91
C	3303	      Gammaproteobacteria	237	309739	 43.11
O	46187	        Burkholderiales	1725	282577	 39.33
F	46259	          Comamonadaceae	28828	241174	 33.56
G	46283	            Limnohabitans	39368	39368	  5.48
G	46269	            Comamonas	38043	38043	  5.29
G	46260	            Acidovorax	19467	19467	  2.71
G	46298	            Rhodoferax	18823	18823	  2.62
G	46272	            Delftia	15101	15101	  2.10
G	46309	            Variovorax	12842	12842	  1.79
G	46315	            uncultured	8507	8507	  1.18
G	46292	            Polaromonas	6437	6437	  0.90
G	46262	            Aquabacterium	6033	6033	  0.84
G	46290	            Pelomonas	5863	5863	  0.82
G	46276	            Hydrogenophaga	5357	5357	  0.75
G	46273	            Diaphorobacter	3809	3809	  0.53
G	46296	            Ramlibacter	3786	3786	  0.53
G	46266	            Caenimonas	3763	3763	  0.52
G	46294	            Pseudorhodoferax	3430	3430	  0.48
G	46303	            Simplicispira	2694	2694	  0.37
G	46265	            Brachymonas	2394	2394	  0.33
G	46297	            Rhizobacter	2313	2313	  0.32
G	46304	            Sphaerotilus	2231	2231	  0.31
G	46268	            Candidatus Symbiobacter	1934	1934	  0.27
G	46310	            Verminephrobacter	1594	1594	  0.22
G	46271	            Curvibacter	1332	1332	  0.19
G	46282	            Leptothrix	1184	1184	  0.16
G	46293	            Pseudacidovorax	1000	1000	  0.14
G	46278	            Ideonella	964	964	  0.13
G	46288	            Ottowia	835	835	  0.12
G	46287	            Mitsuaria	739	739	  0.10
G	46312	            Xylophilus	358	358	  0.05
G	46281	            Lampropedia	297	297	  0.04
G	46279	            Inhella	252	252	  0.04
G	46277	            Hylemonella	247	247	  0.03
G	46289	            Paucibacter	208	208	  0.03
G	46261	            Alicycliphilus	167	167	  0.02
G	46285	            Malikia	102	102	  0.01
G	46295	            RS62 marine group	94	94	  0.01
G	46274	            Extensimonas	90	90	  0.01
G	46307	            Thiomonas	87	87	  0.01
G	46299	            Rivibacter	78	78	  0.01
G	46286	            Methylibium	77	77	  0.01
G	46300	            Roseateles	75	75	  0.01
G	46311	            Xenophilus	73	73	  0.01
G	46301	            Rubrivivax	69	69	  0.01
G	46284	            Macromonas	37	37	  0.01
G	46275	            Giesbergeria	37	37	  0.01
G	46291	            Piscinibacter	22	22	  0.00
G	46306	            Tepidimonas	22	22	  0.00
G	46313	            Zhizhongheella	21	21	  0.00
G	46314	            [Polyangium] brachysporum group	17	17	  0.00
G	46264	            Azohydromonas	14	14	  0.00
G	46267	            Caldimonas	13	13	  0.00
G	46305	            Tepidicella	12	12	  0.00
G	46302	            Schlegelella	12	12	  0.00
G	46308	            Tibeticola	8	8	  0.00
G	46270	            Corticibacter	7	7	  0.00
G	46280	            Kinneretia	7	7	  0.00
F	46220	          Burkholderiaceae	152	9133	  1.27
G	46229	            Polynucleobacter	6220	6220	  0.87
G	46221	            Burkholderia-Caballeronia-Paraburkholderia	1662	1662	  0.23
G	46224	            Cupriavidus	415	415	  0.06
G	46225	            Lautropia	252	252	  0.04
G	46230	            Ralstonia	230	230	  0.03
G	46226	            Limnobacter	174	174	  0.02
G	46228	            Pandoraea	15	15	  0.00
G	46223	            Candidatus Tremblaya	6	6	  0.00
G	46232	            uncultured	5	5	  0.00
G	46231	            Robbsia	2	2	  0.00
F	46337	          Methylophilaceae	256	8417	  1.17
G	46347	            uncultured	5976	5976	  0.83
G	46343	            Methylotenera	858	858	  0.12
G	46342	            Methylophilus	733	733	  0.10
G	46345	            OM43 clade	221	221	  0.03
G	46341	            Methylobacillus	149	149	  0.02
G	46338	            Candidatus Methylopumilus	90	90	  0.01
G	46346	            UBA6140	76	76	  0.01
G	46340	            MM2	42	42	  0.01
G	46344	            Methylovorus	10	10	  0.00
G	46339	            MM1	6	6	  0.00
F	46375	          Oxalobacteraceae	260	5784	  0.80
G	46388	            Massilia	3437	3437	  0.48
G	46383	            Duganella	585	585	  0.08
G	46397	            Undibacterium	311	311	  0.04
G	46385	            Herbaspirillum	282	282	  0.04
G	46387	            Janthinobacterium	272	272	  0.04
G	46389	            Noviherbaspirillum	169	169	  0.02
G	46400	            uncultured	137	137	  0.02
G	46386	            Herminiimonas	90	90	  0.01
G	46382	            Collimonas	90	90	  0.01
G	46377	            CM1G08	29	29	  0.00
G	46390	            Oxalicibacterium	22	22	  0.00
G	46391	            Oxalobacter	21	21	  0.00
G	46394	            Pseudoduganella	18	18	  0.00
G	46380	            Candidatus Vidania	11	11	  0.00
G	46381	            Candidatus Zinderia	9	9	  0.00
G	46399	            s3t2d-1089	8	8	  0.00
G	46376	            Actimicrobium	7	7	  0.00
G	46398	            [Aquaspirillum] arcticum group	7	7	  0.00
G	46393	            Paucimonas	7	7	  0.00
G	46392	            Paraherbaspirillum	4	4	  0.00
G	46396	            Telluria	2	2	  0.00
G	46378	            Candidatus Nasuia	2	2	  0.00
G	46379	            Candidatus Profftella	2	2	  0.00
G	46384	            Glaciimonas	2	2	  0.00
F	46403	          Rhodocyclaceae	176	4528	  0.63
G	46426	            Uliginosibacterium	838	838	  0.12
G	46424	            Sulfuritalea	808	808	  0.11
G	46411	            Dechloromonas	637	637	  0.09
G	46429	            uncultured	520	520	  0.07
G	46413	            Denitratisoma	302	302	  0.04
G	46425	            Thauera	296	296	  0.04
G	46428	            Zoogloea	197	197	  0.03
G	46408	            C39	182	182	  0.03
G	46409	            Candidatus Accumulibacter	113	113	  0.02
G	46422	            Sterolibacterium	96	96	  0.01
G	46406	            Azospira	62	62	  0.01
G	46419	            Propionivibrio	45	45	  0.01
G	46405	            Azonexus	39	39	  0.01
G	46410	            Dechlorobacter	36	36	  0.01
G	46415	            Ferribacterium	34	34	  0.00
G	46404	            Azoarcus	26	26	  0.00
G	46417	            Methyloversatilis	25	25	  0.00
G	46416	            Georgfuchsia	24	24	  0.00
G	46420	            Quatrionicoccus	14	14	  0.00
G	46427	            Z-35	13	13	  0.00
G	46414	            Denitromonas	12	12	  0.00
G	46407	            Azovibrio	10	10	  0.00
G	46423	            Sulfurisoma	9	9	  0.00
G	46421	            Rhodocyclus	8	8	  0.00
G	46412	            Dechlorosoma	6	6	  0.00
F	46189	          Alcaligenaceae	236	3885	  0.54
G	46190	            Achromobacter	2078	2078	  0.29
G	46200	            GKS98 freshwater group	529	529	  0.07
G	46192	            Alcaligenes	448	448	  0.06
G	46194	            Bordetella	152	152	  0.02
G	46207	            Parvibium	80	80	  0.01
G	46212	            Verticiella	60	60	  0.01
G	46206	            Parapusillimonas	59	59	  0.01
G	46202	            Oligella	41	41	  0.01
G	46213	            uncultured	31	31	  0.00
G	46196	            Candidimonas	27	27	  0.00
G	46197	            Castellaniella	19	19	  0.00
G	46210	            Pusillimonas	19	19	  0.00
G	46201	            Kerstersia	18	18	  0.00
G	46191	            Advenella	17	17	  0.00
G	46195	            Candidatus Kinetoplastibacterium	14	14	  0.00
G	46204	            Paenalcaligenes	14	14	  0.00
G	46203	            Orrella	9	9	  0.00
G	46199	            Eoetvoesia	8	8	  0.00
G	46209	            Pigmentiphaga	7	7	  0.00
G	46211	            Taylorella	7	7	  0.00
G	46198	            Derxia	4	4	  0.00
G	46193	            Ampullimonas	4	4	  0.00
G	46208	            Pelistega	3	3	  0.00
G	46205	            Paralcaligenes	1	1	  0.00
F	46430	          SC-I-84	1943	1943	  0.27
F	46361	          Nitrosomonadaceae	9	1706	  0.24
G	46364	            Ellin6067	637	637	  0.09
G	46367	            MND1	518	518	  0.07
G	46368	            Nitrosomonas	184	184	  0.03
G	46373	            oc32	136	136	  0.02
G	46365	            GOUTA6	74	74	  0.01
G	46363	            DSSD61	40	40	  0.01
G	46369	            Nitrosospira	33	33	  0.00
G	46366	            IS-44	22	22	  0.00
G	46362	            966-1	17	17	  0.00
G	46372	            mle1-7	17	17	  0.00
G	46374	            uncultured	17	17	  0.00
G	46371	            cr616	2	2	  0.00
F	46237	          Chitinibacteraceae	22	1072	  0.15
G	46243	            Deefgea	460	460	  0.06
G	46240	            Chitinibacter	383	383	  0.05
G	46244	            Formivibrio	129	129	  0.02
G	46245	            Iodobacter	49	49	  0.01
G	46238	            Amantichitinum	16	16	  0.00
G	46241	            Chitinilyticum	9	9	  0.00
G	46247	            Silvimonas	4	4	  0.00
F	46319	          Gallionellaceae	22	630	  0.09
G	46322	            Gallionella	311	311	  0.04
G	46323	            Sideroxydans	188	188	  0.03
G	46324	            uncultured	76	76	  0.01
G	46320	            Candidatus Nitrotoga	32	32	  0.00
G	46321	            Ferriphaselus	1	1	  0.00
F	46251	          Chromobacteriaceae	6	464	  0.06
G	46258	            Vogesella	403	403	  0.06
G	46253	            Chromobacterium	29	29	  0.00
G	46254	            Crenobacter	11	11	  0.00
G	46256	            Paludibacterium	11	11	  0.00
G	46257	            Pseudogulbenkiania	3	3	  0.00
G	46252	            Aquitalea	1	1	  0.00
F	46442	          TRA3-20	439	439	  0.06
F	46431	          Sulfuricellaceae	0	312	  0.04
G	46432	            Ferritrophicum	193	193	  0.03
G	46433	            Sulfuricella	105	105	  0.01
G	46434	            Sulfuriferula	13	13	  0.00
G	46435	            Sulfurirhabdus	1	1	  0.00
F	46219	          B1-7BS	259	259	  0.04
F	46436	          Sutterellaceae	2	252	  0.04
G	46437	            AAP99	117	117	  0.02
G	46439	            Sutterella	68	68	  0.01
G	46440	            uncultured	39	39	  0.01
G	46438	            Parasutterella	26	26	  0.00
F	46348	          Neisseriaceae	8	252	  0.04
G	46354	            Neisseria	170	170	  0.02
G	46360	            uncultured	43	43	  0.01
G	46353	            Kingella	10	10	  0.00
G	46355	            Simonsiella	9	9	  0.00
G	46349	            Alysiella	4	4	  0.00
G	46356	            Snodgrassella	3	3	  0.00
G	46359	            Vitreoscilla	3	3	  0.00
G	46352	            Eikenella	2	2	  0.00
F	46325	          Hydrogenophilaceae	0	250	  0.03
G	46331	            Thiobacillus	146	146	  0.02
G	46333	            uncultured	80	80	  0.01
G	46327	            Hydrogenophilus	16	16	  0.00
G	46328	            Spirillum	4	4	  0.00
G	46330	            Tepidiphilus	4	4	  0.00
F	46214	          Aquaspirillaceae	0	117	  0.02
G	46217	            Microvirgula	65	65	  0.01
G	46218	            Rivicola	40	40	  0.01
G	46215	            Aquaspirillum	8	8	  0.00
G	46216	            Laribacter	4	4	  0.00
F	46336	          MWH-UniP1 aquatic group	88	88	  0.01
F	46188	          A21b	56	56	  0.01
F	46248	          Chitinimonadaceae	0	49	  0.01
G	46249	            Chitinimonas	27	27	  0.00
G	46250	            Chitinivorax	22	22	  0.00
F	46317	          Ferrovaceae	0	16	  0.00
G	46318	            Ferrovum	16	16	  0.00
F	46441	          T34	10	10	  0.00
F	46401	          Procabacteriaceae	0	8	  0.00
G	46402	            Procabacter	8	8	  0.00
F	46334	          Leeiaceae	0	4	  0.00
G	46335	            Leeia	4	4	  0.00
F	46316	          EC94	2	2	  0.00
G	46236	          Candidatus Protistobacter	1	1	  0.00
F	46443	          uncultured	1	1	  0.00
O	26616	        Diplorickettsiales	0	10592	  1.47
F	26617	          Diplorickettsiaceae	29	10592	  1.47
G	26620	            Rickettsiella	10090	10090	  1.40
G	26621	            uncultured	300	300	  0.04
G	26619	            Diplorickettsia	91	91	  0.01
G	26618	            Aquicella	82	82	  0.01
O	46449	        Enterobacterales	129	6656	  0.93
F	46454	          Enterobacteriaceae	88	3562	  0.50
G	46463	            Escherichia-Shigella	2801	2801	  0.39
G	46465	            Klebsiella	288	288	  0.04
G	46462	            Enterobacter	267	267	  0.04
G	46459	            Citrobacter	34	34	  0.00
G	46474	            Salmonella	26	26	  0.00
G	46470	            Plesiomonas	19	19	  0.00
G	46466	            Kluyvera	10	10	  0.00
G	46467	            Kosakonia	8	8	  0.00
G	46460	            Cronobacter	5	5	  0.00
G	46473	            Raoultella	4	4	  0.00
G	46457	            Buttiauxella	3	3	  0.00
G	46468	            Lelliottia	3	3	  0.00
G	46476	            Trabulsiella	2	2	  0.00
G	46477	            Yokenella	1	1	  0.00
G	46472	            Pseudocitrobacter	1	1	  0.00
G	46471	            Pluralibacter	1	1	  0.00
G	46461	            Enterobacillus	1	1	  0.00
F	50231	          Aeromonadaceae	12	1472	  0.20
G	50232	            Aeromonas	821	821	  0.11
G	50235	            Tolumonas	637	637	  0.09
G	50234	            Oceanisphaera	2	2	  0.00
F	50237	          Alteromonadaceae	19	842	  0.12
G	50251	            Rheinheimera	794	794	  0.11
G	50242	            Alteromonas	14	14	  0.00
G	50241	            Alishewanella	12	12	  0.00
G	50249	            Paraglaciecola	2	2	  0.00
G	50254	            uncultured	1	1	  0.00
F	46536	          Yersiniaceae	2	156	  0.02
G	46541	            Serratia	134	134	  0.02
G	46542	            Yersinia	18	18	  0.00
G	46539	            Rahnella1	2	2	  0.00
F	46493	          Morganellaceae	4	116	  0.02
G	46520	            Providencia	34	34	  0.00
G	46494	            Arsenophonus	17	17	  0.00
G	46519	            Proteus	16	16	  0.00
G	46523	            endosymbionts	12	12	  0.00
G	46524	            uncultured	7	7	  0.00
G	46501	            Candidatus Ecksteinia	6	6	  0.00
G	46522	            Xenorhabdus	5	5	  0.00
G	46495	            Buchnera	3	3	  0.00
G	46515	            Incertae Sedis	2	2	  0.00
G	46517	            Morganella	2	2	  0.00
G	46498	            Candidatus Benitsuchiphilus	1	1	  0.00
G	46507	            Candidatus Puchtella	1	1	  0.00
G	46508	            Candidatus Purcelliella	1	1	  0.00
G	46509	            Candidatus Regiella	1	1	  0.00
G	46499	            Candidatus Blochmannia	1	1	  0.00
G	46512	            Candidatus Schneideria	1	1	  0.00
G	46502	            Candidatus Hamiltonella	1	1	  0.00
G	46514	            Cosenzaea	1	1	  0.00
F	50342	          Vibrionaceae	0	86	  0.01
G	50351	            Vibrio	72	72	  0.01
G	50348	            Photobacterium	11	11	  0.00
G	50349	            Salinivibrio	2	2	  0.00
G	50352	            uncultured	1	1	  0.00
F	46525	          Pectobacteriaceae	0	86	  0.01
G	46527	            Dickeya	52	52	  0.01
