Taxon_ID	Taxon_Name	Taxonomic_Level	Total_Reads	Abundance_Percentage
O	43864	        Fimbriimonadales	1	6	  0.00
F	43865	          Fimbriimonadaceae	4	5	  0.00
G	43866	            Fimbriimonas	1	1	  0.00
P	45093	    Elusimicrobiota	1	68	  0.02
C	45095	      Elusimicrobia	0	26	  0.01
O	45100	        Lineage IV	26	26	  0.01
C	45107	      Lineage IIa	26	26	  0.01
C	45103	      Endomicrobia	0	11	  0.00
O	45104	        Endomicrobiales	0	11	  0.00
F	45105	          Endomicrobiaceae	0	11	  0.00
G	45106	            Endomicrobium	11	11	  0.00
C	45108	      Lineage IIb	2	2	  0.00
C	45110	      Rs-M47	2	2	  0.00
P	45897	    Methylomirabilota	0	67	  0.02
C	45898	      Methylomirabilia	0	67	  0.02
O	45899	        Methylomirabilales	0	35	  0.01
F	45900	          Methylomirabilaceae	0	35	  0.01
G	45904	            Sh765B-TzT-35	19	19	  0.01
G	45901	            Candidatus Methylomirabilis	15	15	  0.00
G	45902	            MIZ14	1	1	  0.00
O	45907	        Rokubacteriales	21	32	  0.01
F	45908	          WX65	11	11	  0.00
P	46587	    Spirochaetota	0	53	  0.02
C	46609	      Spirochaetia	0	48	  0.02
O	46610	        Spirochaetales	0	48	  0.02
F	46611	          Spirochaetaceae	1	48	  0.02
G	46622	            Spirochaeta 2	19	19	  0.01
G	46621	            Spirochaeta	18	18	  0.01
G	46624	            Treponema	6	6	  0.00
G	46614	            Borreliella	1	1	  0.00
G	46618	            Salinispira	1	1	  0.00
G	46619	            Sediminispirochaeta	1	1	  0.00
G	46625	            uncultured	1	1	  0.00
C	46608	      MVP-15	4	4	  0.00
C	46599	      Leptospirae	0	1	  0.00
O	46600	        Leptospirales	0	1	  0.00
F	46601	          Leptospiraceae	0	1	  0.00
G	46603	            Leptospira	1	1	  0.00
P	45976	    Nitrospinota	0	49	  0.02
C	45984	      P9X2b3D02	47	47	  0.02
C	45978	      Nitrospinia	0	2	  0.00
O	45979	        Nitrospinales	0	2	  0.00
F	45980	          Nitrospinaceae	0	2	  0.00
G	45982	            Nitrospina	2	2	  0.00
P	11400	    Hydrogenedentes	0	43	  0.01
C	25702	      Hydrogenedentia	0	43	  0.01
O	25703	        Hydrogenedentiales	0	43	  0.01
F	25704	          Hydrogenedensaceae	37	43	  0.01
G	45890	            YC-ZSS-LKJ63	6	6	  0.00
P	46634	    Sva0485	42	42	  0.01
P	45896	    MBNT15	37	37	  0.01
P	45891	    Latescibacterota	29	34	  0.01
C	45892	      Latescibacteria	0	5	  0.00
O	45893	        Latescibacterales	0	5	  0.00
F	45894	          Latescibacteraceae	5	5	  0.00
P	25560	    Entotheonellaeota	0	27	  0.01
C	25561	      Entotheonellia	0	27	  0.01
O	25562	        Entotheonellales	0	27	  0.01
F	25563	          Entotheonellaceae	23	27	  0.01
G	25564	            Candidatus Entotheonella	4	4	  0.00
P	25541	    Dependentiae	0	20	  0.01
C	25542	      Babeliae	0	20	  0.01
O	25543	        Babeliales	2	20	  0.01
F	25548	          Vermiphilaceae	18	18	  0.01
P	46628	    Sumerlaeota	0	20	  0.01
C	46629	      Sumerlaeia	0	20	  0.01
O	46630	        Sumerlaeales	0	20	  0.01
F	46631	          Sumerlaeaceae	0	20	  0.01
G	46632	            Sumerlaea	20	20	  0.01
P	46586	    SAR324 clade(Marine group B)	19	19	  0.01
P	44863	    DTB120	17	17	  0.01
P	44881	    Deinococcota	0	14	  0.00
C	44882	      Deinococci	0	14	  0.00
O	44883	        Deinococcales	0	14	  0.00
F	44884	          Deinococcaceae	0	13	  0.00
G	44886	            Deinococcus	11	11	  0.00
G	44887	            uncultured	2	2	  0.00
F	44888	          Trueperaceae	0	1	  0.00
G	44889	            Truepera	1	1	  0.00
P	46584	    RCP2-54	13	13	  0.00
P	27010	    WPS-2	11	11	  0.00
P	14742	    WS2	10	10	  0.00
P	45855	    Fusobacteriota	0	6	  0.00
C	45856	      Fusobacteriia	0	6	  0.00
O	45857	        Fusobacteriales	0	6	  0.00
F	45864	          Leptotrichiaceae	0	5	  0.00
G	45872	            uncultured	5	5	  0.00
F	45858	          Fusobacteriaceae	0	1	  0.00
G	45859	            Cetobacterium	1	1	  0.00
P	44537	    Cloacimonadota	0	6	  0.00
C	44538	      Cloacimonadia	0	6	  0.00
O	44539	        Cloacimonadales	0	6	  0.00
F	44541	          Cloacimonadaceae	0	2	  0.00
G	44543	            Candidatus Cloacimonas	2	2	  0.00
F	44548	          MSBL8	2	2	  0.00
F	44550	          PBS-18	1	1	  0.00
F	44553	          W27	1	1	  0.00
P	44471	    Calditrichota	0	5	  0.00
C	44472	      Calditrichia	0	5	  0.00
O	44473	        Calditrichales	0	5	  0.00
F	44474	          Calditrichaceae	4	5	  0.00
G	44477	            JdFR-76	1	1	  0.00
P	46635	    Synergistota	0	5	  0.00
C	46636	      Synergistia	0	5	  0.00
O	46637	        Synergistales	0	5	  0.00
F	46638	          Synergistaceae	0	5	  0.00
G	46657	            uncultured	2	2	  0.00
G	46649	            JGI-0000079-D21	2	2	  0.00
G	46656	            Thermovirga	1	1	  0.00
P	27012	    Zixibacteria	2	2	  0.00
P	14741	    WS1	2	2	  0.00
P	11130	    Acetothermia	0	2	  0.00
C	24412	      Acetothermiia	2	2	  0.00
P	25727	    Modulibacteria	0	2	  0.00
C	25728	      Moduliflexia	0	2	  0.00
O	25729	        Moduliflexales	0	2	  0.00
F	25730	          Moduliflexaceae	2	2	  0.00
P	27011	    WS4	2	2	  0.00
P	44456	    Caldatribacteriota	0	1	  0.00
C	44461	      JS1	1	1	  0.00
P	46658	    TX1A-33	1	1	  0.00
P	25706	    Hydrothermae	1	1	  0.00
P	43828	    Aquificota	0	1	  0.00
C	43829	      Aquificae	0	1	  0.00
O	43830	        Aquificales	0	1	  0.00
F	43831	          Aquificaceae	0	1	  0.00
G	43835	            Thermocrinis	1	1	  0.00
P	14501	    Poribacteria	1	1	  0.00
P	27009	    WOR-1	1	1	  0.00
U	0	unclassified	5	5	  0.00
R	1	root	0	231214	100.00
D	3	  Bacteria	193	231214	100.00
P	43868	    Bacteroidota	0	91126	 39.41
C	43869	      Bacteroidia	253	91087	 39.39
O	44057	        Cytophagales	110	47646	 20.61
F	44135	          Spirosomaceae	277	46908	 20.29
G	44150	            Pseudarcicella	45894	45894	 19.85
G	44156	            uncultured	186	186	  0.08
G	44142	            Flectobacillus	165	165	  0.07
G	44145	            Lacihabitans	162	162	  0.07
G	44138	            Dyadobacter	84	84	  0.04
G	44136	            Arcicella	79	79	  0.03
G	44139	            Emticicia	20	20	  0.01
G	44153	            Runella	11	11	  0.00
G	44154	            Spirosoma	8	8	  0.00
G	44146	            Larkinella	6	6	  0.00
G	44147	            Leadbetterella	4	4	  0.00
G	44140	            Fibrella	4	4	  0.00
G	44144	            Huanghella	2	2	  0.00
G	44151	            Rhabdobacter	2	2	  0.00
G	44155	            Taeseokella	2	2	  0.00
G	44149	            Persicitalea	1	1	  0.00
G	44143	            Fluviimonas	1	1	  0.00
F	44068	          Cyclobacteriaceae	22	371	  0.16
G	44069	            Algoriphagus	205	205	  0.09
G	44098	            uncultured	67	67	  0.03
G	44076	            Cyclobacterium	41	41	  0.02
G	44077	            Echinicola	4	4	  0.00
G	44087	            Marinoscillum	4	4	  0.00
G	44078	            Ekhidna	4	4	  0.00
G	44097	            Tunicatimonas	4	4	  0.00
G	44092	            Nitritalea	3	3	  0.00
G	44073	            Catalinimonas	2	2	  0.00
G	44094	            Reichenbachiella	2	2	  0.00
G	44089	            Mongoliicoccus	2	2	  0.00
G	44071	            Aquiflexum	2	2	  0.00
G	44086	            Mariniradius	2	2	  0.00
G	44095	            Roseivirga	1	1	  0.00
G	50023	            Rhodonellum	1	1	  0.00
G	44090	            Mongoliitalea	1	1	  0.00
G	44088	            Marivirga	1	1	  0.00
G	44082	            Imperialibacter	1	1	  0.00
G	44079	            Fabibacter	1	1	  0.00
G	44075	            Cesiribacter	1	1	  0.00
F	44099	          Cytophagaceae	2	80	  0.03
G	44100	            Cytophaga	58	58	  0.03
G	44103	            Sporocytophaga	16	16	  0.01
G	44102	            Siphonobacter	4	4	  0.00
F	44115	          Hymenobacteraceae	5	79	  0.03
G	44117	            Hymenobacter	44	44	  0.02
G	44116	            Adhaeribacter	17	17	  0.01
G	44119	            Pontibacter	10	10	  0.00
G	44120	            Rufibacter	2	2	  0.00
G	44118	            Nibribacter	1	1	  0.00
F	44122	          Microscillaceae	0	62	  0.03
G	44130	            uncultured	31	31	  0.01
G	44129	            Thermoflexibacter	9	9	  0.00
G	44128	            Ohtaekwangia	6	6	  0.00
G	50024	            Hassallia	6	6	  0.00
G	44127	            OLB12	5	5	  0.00
G	44123	            Chryseolinea	3	3	  0.00
G	44125	            Flexibacter	1	1	  0.00
G	44126	            Microscilla	1	1	  0.00
F	44058	          Amoebophilaceae	0	17	  0.01
G	44059	            Candidatus Amoebophilus	13	13	  0.01
G	44062	            uncultured	4	4	  0.00
F	44105	          Flammeovirgaceae	1	10	  0.00
G	44111	            Perexilibacter	5	5	  0.00
G	44108	            Flexithrix	2	2	  0.00
G	44110	            Luteivirga	1	1	  0.00
G	44112	            Rapidithrix	1	1	  0.00
F	44121	          MWH-CFBk5	3	3	  0.00
F	44133	          Raineyaceae	0	2	  0.00
G	44134	            Raineya	2	2	  0.00
F	44159	          uncultured	2	2	  0.00
F	44131	          Mooreiaceae	0	1	  0.00
G	44132	            Mooreia	1	1	  0.00
F	44157	          Thermonemataceae	0	1	  0.00
G	44158	            Thermonema	1	1	  0.00
O	44330	        Sphingobacteriales	65	32667	 14.13
F	44343	          NS11-12 marine group	32163	32163	 13.91
F	44348	          Sphingobacteriaceae	8	225	  0.10
G	44355	            Pedobacter	109	109	  0.05
G	44351	            Mucilaginibacter	60	60	  0.03
G	44359	            Solitalea	22	22	  0.01
G	44360	            Sphingobacterium	14	14	  0.01
G	44352	            Nubsella	8	8	  0.00
G	44354	            Parapedobacter	1	1	  0.00
G	44357	            Pseudopedobacter	1	1	  0.00
G	44358	            Pseudosphingobacterium	1	1	  0.00
G	44361	            uncultured	1	1	  0.00
F	44363	          env.OPS 17	81	81	  0.04
F	44332	          AKYH767	50	50	  0.02
F	44340	          Lentimicrobiaceae	19	45	  0.02
G	44341	            Lentimicrobium	26	26	  0.01
F	44335	          E6aC02	10	10	  0.00
F	44339	          KD3-93	9	9	  0.00
F	44338	          KD1-131	7	7	  0.00
F	44342	          LiUU-11-161	3	3	  0.00
F	44336	          FFCH9454	2	2	  0.00
F	44365	          uncultured	2	2	  0.00
F	44344	          S15-21	1	1	  0.00
F	44345	          S15A-MN91	1	1	  0.00
F	44347	          ST-12K33	1	1	  0.00
F	44362	          Z4MB62	1	1	  0.00
F	44333	          CMW-169	1	1	  0.00
O	44160	        Flavobacteriales	22	9042	  3.91
F	44183	          Flavobacteriaceae	23	7683	  3.32
G	44221	            Flavobacterium	7563	7563	  3.27
G	44271	            Pseudofulvibacter	12	12	  0.01
G	44304	            uncultured	11	11	  0.00
G	44204	            Capnocytophaga	8	8	  0.00
G	44193	            Aquibacter	7	7	  0.00
G	44261	            NS4 marine group	4	4	  0.00
G	44262	            NS5 marine group	4	4	  0.00
G	44268	            Polaribacter	4	4	  0.00
G	44241	            Kordia	4	4	  0.00
G	44258	            Myroides	3	3	  0.00
G	44246	            Lutibacter	3	3	  0.00
G	44238	            Jejudonia	3	3	  0.00
G	44251	            Maritimimonas	3	3	  0.00
G	44196	            Arenibacter	3	3	  0.00
G	44294	            Tenacibaculum	2	2	  0.00
G	44265	            Olleya	2	2	  0.00
G	44298	            Winogradskyella	2	2	  0.00
G	44278	            Salinimicrobium	2	2	  0.00
G	44249	            Maribacter	2	2	  0.00
G	44253	            Meridianimaribacter	2	2	  0.00
G	44229	            Gillisia	2	2	  0.00
G	44222	            Formosa	2	2	  0.00
G	44275	            Robiginitalea	1	1	  0.00
G	44302	            Zobellia	1	1	  0.00
G	44295	            Ulvibacter	1	1	  0.00
G	44288	            Spongiimonas	1	1	  0.00
G	44282	            Siansivirga	1	1	  0.00
G	44301	            Zeaxanthinibacter	1	1	  0.00
G	44205	            Cellulophaga	1	1	  0.00
G	44303	            Zunongwangia	1	1	  0.00
G	44247	            Lutimonas	1	1	  0.00
G	44264	            Nonlabens	1	1	  0.00
G	44191	            Antarcticibacterium	1	1	  0.00
G	44255	            Mesonia	1	1	  0.00
F	44167	          Crocinitomicaceae	27	1228	  0.53
G	44170	            Fluviicola	1169	1169	  0.51
G	44174	            uncultured	13	13	  0.01
G	44172	            Salinirepens	9	9	  0.00
G	44169	            Crocinitomix	8	8	  0.00
G	44173	            Wandonia	2	2	  0.00
F	44308	          NS9 marine group	63	63	  0.03
F	44311	          Weeksellaceae	6	26	  0.01
G	44317	            Chryseobacterium	12	12	  0.01
G	44321	            Empedobacter	4	4	  0.00
G	44314	            Bergeyella	2	2	  0.00
G	44318	            Cloacibacterium	2	2	  0.00
F	44175	          Cryomorphaceae	0	14	  0.01
G	44182	            uncultured	6	6	  0.00
G	44180	            Phaeocystidibacter	4	4	  0.00
G	44181	            Vicingus	2	2	  0.00
G	44176	            Cryomorpha	1	1	  0.00
G	44178	            NS10 marine group	1	1	  0.00
F	44307	          NS7 marine group	5	5	  0.00
F	44161	          Blattabacteriaceae	0	1	  0.00
G	44165	            Candidatus Uzinura	1	1	  0.00
O	43870	        Bacteroidales	87	740	  0.32
F	43964	          Rikenellaceae	4	156	  0.07
G	43972	            Rikenellaceae RC9 gut group	60	60	  0.03
G	43965	            Alistipes	45	45	  0.02
G	43978	            uncultured	40	40	  0.02
G	43975	            U29-B03	3	3	  0.00
G	43966	            Anaerocella	1	1	  0.00
G	43968	            DMER64	1	1	  0.00
G	43974	            SP3-e08	1	1	  0.00
G	43976	            dgA-11 gut group	1	1	  0.00
F	43873	          Bacteroidaceae	0	135	  0.06
G	43874	            Bacteroides	135	135	  0.06
F	43940	          Prevotellaceae	4	67	  0.03
G	43943	            Prevotella	27	27	  0.01
G	50018	            Prevotella_9	21	21	  0.01
G	43941	            Alloprevotella	4	4	  0.00
G	43946	            Prevotellaceae UCG-001	3	3	  0.00
G	43947	            Prevotellaceae UCG-003	2	2	  0.00
G	43948	            Prevotellaceae UCG-004	2	2	  0.00
G	50017	            Prevotella_7	2	2	  0.00
G	43942	            Paraprevotella	1	1	  0.00
G	43945	            Prevotellaceae NK3B31 group	1	1	  0.00
F	43951	          Prolixibacteraceae	3	52	  0.02
G	43961	            WCHB1-32	19	19	  0.01
G	43958	            Roseimarinus	11	11	  0.00
G	43962	            uncultured	11	11	  0.00
G	43952	            BSV13	7	7	  0.00
G	43959	            Sunxiuqinia	1	1	  0.00
F	43927	          Muribaculaceae	31	31	  0.01
F	43981	          SB-5	30	30	  0.01
F	43930	          Paludibacteraceae	1	26	  0.01
G	43934	            Paludibacter	12	12	  0.01
G	43935	            uncultured	6	6	  0.00
G	43931	            F0058	5	5	  0.00
G	43933	            Microbacter	2	2	  0.00
F	43880	          Bacteroidetes BD2-2	19	19	  0.01
F	43937	          Porphyromonadaceae	0	19	  0.01
G	43939	            Porphyromonas	19	19	  0.01
F	43889	          Dysgonomonadaceae	4	19	  0.01
G	43897	            uncultured	6	6	  0.00
G	43893	            Dysgonomonas	3	3	  0.00
G	43896	            Proteiniphilum	3	3	  0.00
G	43891	            Candidatus Azobacteroides	1	1	  0.00
G	43894	            Fermentimonas	1	1	  0.00
G	43895	            Petrimonas	1	1	  0.00
F	43985	          Tannerellaceae	0	17	  0.01
G	43988	            Parabacteroides	13	13	  0.01
G	43987	            Macellibacteroides	4	4	  0.00
F	43906	          Marinifilaceae	0	14	  0.01
G	43908	            Marinifilum	7	7	  0.00
G	43909	            Odoribacter	3	3	  0.00
G	43911	            uncultured	3	3	  0.00
G	43907	            Butyricimonas	1	1	  0.00
F	43912	          Marinilabiliaceae	0	12	  0.01
G	43925	            uncultured	6	6	  0.00
G	43924	            [Cytophaga] xylanolytica group	3	3	  0.00
G	43916	            Carboxylicivirga	2	2	  0.00
G	43913	            Alkaliflexus	1	1	  0.00
F	43991	          Williamwhitmaniaceae	0	10	  0.00
G	43992	            Acetobacteroides	3	3	  0.00
G	43995	            Rs-D38 termite group	3	3	  0.00
G	43996	            Williamwhitmania	3	3	  0.00
G	43993	            BCf9-17 termite group	1	1	  0.00
F	43875	          Bacteroidales BS11 gut group	9	9	  0.00
F	43881	          Bacteroidetes vadinHA17	6	6	  0.00
F	43898	          F082	6	6	  0.00
F	43905	          ML635J-40 aquatic group	6	6	  0.00
F	43882	          Barnesiellaceae	0	5	  0.00
G	43883	            Barnesiella	3	3	  0.00
G	43884	            Coprobacter	2	2	  0.00
F	43887	          COB P4-1 termite group	3	3	  0.00
F	43900	          GZKB124	2	2	  0.00
F	43982	          Salinivirgaceae	0	2	  0.00
G	43984	            uncultured	2	2	  0.00
F	43904	          M2PB4-65 termite group	1	1	  0.00
F	43999	          p-251-o5	1	1	  0.00
F	44000	          p-2534-18B5 gut group	1	1	  0.00
F	43979	          Rs-E47 termite group	0	1	  0.00
G	43980	            GWE2-42-42	1	1	  0.00
F	43879	          Bacteroidales UCG-001	1	1	  0.00
F	43878	          Bacteroidales RF16 group	1	1	  0.00
F	44001	          uncultured	1	1	  0.00
O	44004	        Chitinophagales	2	733	  0.32
F	44006	          Chitinophagaceae	26	510	  0.22
G	44036	            Sediminibacterium	149	149	  0.06
G	44013	            Dinghuibacter	124	124	  0.05
G	44043	            uncultured	57	57	  0.02
G	44015	            Ferruginibacter	50	50	  0.02
G	44020	            Flavisolibacter	15	15	  0.01
G	44010	            Chitinophaga	14	14	  0.01
G	44035	            Rurimicrobium	13	13	  0.01
G	44039	            Terrimonas	12	12	  0.01
G	44014	            Edaphobaculum	11	11	  0.00
G	44034	            Puia	7	7	  0.00
G	44009	            Aurantisolimonas	5	5	  0.00
G	44038	            Taibaiella	4	4	  0.00
G	44042	            Vibrionimonas	4	4	  0.00
G	44026	            Lacibacter	4	4	  0.00
G	44021	            Flavitalea	2	2	  0.00
G	44027	            Niabella	2	2	  0.00
G	44028	            Niastella	2	2	  0.00
G	44037	            Segetibacter	2	2	  0.00
G	44030	            Parafilimonas	2	2	  0.00
G	44016	            Filimonas	1	1	  0.00
G	44024	            Hydrobacter	1	1	  0.00
G	44017	            Filobacterium	1	1	  0.00
G	44019	            Flavihumibacter	1	1	  0.00
G	44011	            Cnuella	1	1	  0.00
F	44044	          Saprospiraceae	5	200	  0.09
G	44046	            Candidatus Aquirestis	96	96	  0.04
G	44055	            uncultured	78	78	  0.03
G	44047	            Haliscomenobacter	9	9	  0.00
G	44045	            Aureispira	3	3	  0.00
G	44048	            Lewinella	3	3	  0.00
G	44051	            Phaeodactylibacter	3	3	  0.00
G	44054	            Saprospira	3	3	  0.00
F	44056	          uncultured	15	15	  0.01
F	44005	          37-13	6	6	  0.00
O	44003	        Bacteroidetes VC2.1 Bac22	5	5	  0.00
O	44329	        SM1A07	1	1	  0.00
C	44390	      Kapabacteria	0	31	  0.01
O	44391	        Kapabacteriales	31	31	  0.01
C	44392	      Kryptonia	0	4	  0.00
O	44393	        Kryptoniales	0	4	  0.00
F	44394	          BSV26	3	3	  0.00
F	44400	          MSB-3C8	1	1	  0.00
C	44376	      Ignavibacteria	0	2	  0.00
O	50039	        SJA-28	2	2	  0.00
C	44402	      Rhodothermia	0	2	  0.00
O	44419	        Rhodothermales	0	2	  0.00
F	44420	          Rhodothermaceae	0	2	  0.00
G	44425	            Rubrivirga	1	1	  0.00
G	44426	            Salinibacter	1	1	  0.00
P	2375	    Proteobacteria	13	66561	 28.79
C	3303	      Gammaproteobacteria	67	62783	 27.15
O	46187	        Burkholderiales	511	60703	 26.25
F	46259	          Comamonadaceae	6684	52573	 22.74
G	46269	            Comamonas	7474	7474	  3.23
G	46283	            Limnohabitans	6525	6525	  2.82
G	46298	            Rhodoferax	5194	5194	  2.25
G	46260	            Acidovorax	4735	4735	  2.05
G	46272	            Delftia	3231	3231	  1.40
G	46309	            Variovorax	2833	2833	  1.23
G	46292	            Polaromonas	2549	2549	  1.10
G	46262	            Aquabacterium	2149	2149	  0.93
G	46315	            uncultured	1542	1542	  0.67
G	46276	            Hydrogenophaga	1461	1461	  0.63
G	46290	            Pelomonas	913	913	  0.39
G	46273	            Diaphorobacter	853	853	  0.37
G	46296	            Ramlibacter	722	722	  0.31
G	46266	            Caenimonas	717	717	  0.31
G	46297	            Rhizobacter	699	699	  0.30
G	46294	            Pseudorhodoferax	597	597	  0.26
G	46303	            Simplicispira	474	474	  0.21
G	46265	            Brachymonas	410	410	  0.18
G	46304	            Sphaerotilus	385	385	  0.17
G	46268	            Candidatus Symbiobacter	305	305	  0.13
G	46293	            Pseudacidovorax	279	279	  0.12
G	46282	            Leptothrix	269	269	  0.12
G	46271	            Curvibacter	264	264	  0.11
G	46310	            Verminephrobacter	262	262	  0.11
G	46288	            Ottowia	171	171	  0.07
G	46278	            Ideonella	164	164	  0.07
G	46312	            Xylophilus	161	161	  0.07
G	46287	            Mitsuaria	102	102	  0.04
G	46285	            Malikia	59	59	  0.03
G	46307	            Thiomonas	47	47	  0.02
G	46261	            Alicycliphilus	46	46	  0.02
G	46289	            Paucibacter	39	39	  0.02
G	46279	            Inhella	36	36	  0.02
G	46274	            Extensimonas	31	31	  0.01
G	46295	            RS62 marine group	30	30	  0.01
G	46311	            Xenophilus	22	22	  0.01
G	46281	            Lampropedia	20	20	  0.01
G	46300	            Roseateles	16	16	  0.01
G	46286	            Methylibium	16	16	  0.01
G	46275	            Giesbergeria	11	11	  0.00
G	46301	            Rubrivivax	10	10	  0.00
G	46306	            Tepidimonas	10	10	  0.00
G	46299	            Rivibacter	9	9	  0.00
G	46267	            Caldimonas	8	8	  0.00
G	46305	            Tepidicella	7	7	  0.00
G	46284	            Macromonas	7	7	  0.00
G	46313	            Zhizhongheella	6	6	  0.00
G	46264	            Azohydromonas	4	4	  0.00
G	46280	            Kinneretia	3	3	  0.00
G	46277	            Hylemonella	3	3	  0.00
G	46270	            Corticibacter	2	2	  0.00
G	46308	            Tibeticola	2	2	  0.00
G	46291	            Piscinibacter	2	2	  0.00
G	46314	            [Polyangium] brachysporum group	2	2	  0.00
G	46302	            Schlegelella	1	1	  0.00
F	46375	          Oxalobacteraceae	155	3219	  1.39
G	46388	            Massilia	1986	1986	  0.86
G	46387	            Janthinobacterium	225	225	  0.10
G	46397	            Undibacterium	185	185	  0.08
G	46385	            Herbaspirillum	156	156	  0.07
G	46383	            Duganella	136	136	  0.06
G	46400	            uncultured	120	120	  0.05
G	46389	            Noviherbaspirillum	80	80	  0.03
G	46386	            Herminiimonas	54	54	  0.02
G	46382	            Collimonas	36	36	  0.02
G	46391	            Oxalobacter	16	16	  0.01
G	46377	            CM1G08	11	11	  0.00
G	46380	            Candidatus Vidania	10	10	  0.00
G	46390	            Oxalicibacterium	9	9	  0.00
G	46394	            Pseudoduganella	8	8	  0.00
G	46381	            Candidatus Zinderia	7	7	  0.00
G	46398	            [Aquaspirillum] arcticum group	7	7	  0.00
G	46395	            Rugamonas	6	6	  0.00
G	46399	            s3t2d-1089	5	5	  0.00
G	46376	            Actimicrobium	4	4	  0.00
G	46392	            Paraherbaspirillum	1	1	  0.00
G	46393	            Paucimonas	1	1	  0.00
G	46384	            Glaciimonas	1	1	  0.00
F	46220	          Burkholderiaceae	42	1702	  0.74
G	46229	            Polynucleobacter	1088	1088	  0.47
G	46221	            Burkholderia-Caballeronia-Paraburkholderia	359	359	  0.16
G	46224	            Cupriavidus	104	104	  0.04
G	46230	            Ralstonia	51	51	  0.02
G	46226	            Limnobacter	31	31	  0.01
G	46225	            Lautropia	17	17	  0.01
G	46228	            Pandoraea	5	5	  0.00
G	46223	            Candidatus Tremblaya	2	2	  0.00
G	46232	            uncultured	2	2	  0.00
G	46222	            Candidatus Glomeribacter	1	1	  0.00
F	46189	          Alcaligenaceae	33	728	  0.31
G	46190	            Achromobacter	421	421	  0.18
G	46192	            Alcaligenes	105	105	  0.05
G	46200	            GKS98 freshwater group	44	44	  0.02
G	46194	            Bordetella	34	34	  0.01
G	46212	            Verticiella	24	24	  0.01
G	46207	            Parvibium	12	12	  0.01
G	46206	            Parapusillimonas	11	11	  0.00
G	46201	            Kerstersia	6	6	  0.00
G	46203	            Orrella	6	6	  0.00
G	46196	            Candidimonas	5	5	  0.00
G	46210	            Pusillimonas	5	5	  0.00
G	46202	            Oligella	5	5	  0.00
G	46213	            uncultured	4	4	  0.00
G	46195	            Candidatus Kinetoplastibacterium	4	4	  0.00
G	46191	            Advenella	3	3	  0.00
G	46197	            Castellaniella	2	2	  0.00
G	46204	            Paenalcaligenes	1	1	  0.00
G	46199	            Eoetvoesia	1	1	  0.00
G	46209	            Pigmentiphaga	1	1	  0.00
G	46198	            Derxia	1	1	  0.00
F	46403	          Rhodocyclaceae	23	640	  0.28
G	46424	            Sulfuritalea	117	117	  0.05
G	46411	            Dechloromonas	116	116	  0.05
G	46425	            Thauera	76	76	  0.03
G	46428	            Zoogloea	59	59	  0.03
G	46429	            uncultured	52	52	  0.02
G	46413	            Denitratisoma	38	38	  0.02
G	46426	            Uliginosibacterium	36	36	  0.02
G	46409	            Candidatus Accumulibacter	30	30	  0.01
G	46422	            Sterolibacterium	20	20	  0.01
G	46408	            C39	19	19	  0.01
G	46405	            Azonexus	8	8	  0.00
G	46419	            Propionivibrio	8	8	  0.00
G	46414	            Denitromonas	8	8	  0.00
G	46404	            Azoarcus	8	8	  0.00
G	46406	            Azospira	6	6	  0.00
G	46417	            Methyloversatilis	3	3	  0.00
G	46415	            Ferribacterium	3	3	  0.00
G	46420	            Quatrionicoccus	3	3	  0.00
G	46416	            Georgfuchsia	2	2	  0.00
G	46410	            Dechlorobacter	2	2	  0.00
G	46407	            Azovibrio	2	2	  0.00
G	46412	            Dechlorosoma	1	1	  0.00
F	46337	          Methylophilaceae	40	578	  0.25
G	46347	            uncultured	201	201	  0.09
G	46343	            Methylotenera	146	146	  0.06
G	46342	            Methylophilus	87	87	  0.04
G	46345	            OM43 clade	51	51	  0.02
G	46341	            Methylobacillus	24	24	  0.01
G	46346	            UBA6140	13	13	  0.01
G	46340	            MM2	8	8	  0.00
G	46338	            Candidatus Methylopumilus	7	7	  0.00
G	46344	            Methylovorus	1	1	  0.00
F	46319	          Gallionellaceae	8	131	  0.06
G	46322	            Gallionella	64	64	  0.03
G	46323	            Sideroxydans	36	36	  0.02
G	46324	            uncultured	15	15	  0.01
G	46320	            Candidatus Nitrotoga	8	8	  0.00
F	46361	          Nitrosomonadaceae	1	109	  0.05
G	46364	            Ellin6067	33	33	  0.01
G	46367	            MND1	28	28	  0.01
G	46368	            Nitrosomonas	22	22	  0.01
G	46365	            GOUTA6	7	7	  0.00
G	46366	            IS-44	7	7	  0.00
G	46369	            Nitrosospira	5	5	  0.00
G	46374	            uncultured	3	3	  0.00
G	46362	            966-1	1	1	  0.00
G	46363	            DSSD61	1	1	  0.00
G	46372	            mle1-7	1	1	  0.00
F	46348	          Neisseriaceae	2	104	  0.04
G	46360	            uncultured	65	65	  0.03
G	46354	            Neisseria	29	29	  0.01
G	46353	            Kingella	4	4	  0.00
G	46355	            Simonsiella	2	2	  0.00
G	46358	            Uruburuella	1	1	  0.00
G	46359	            Vitreoscilla	1	1	  0.00
F	46431	          Sulfuricellaceae	0	72	  0.03
G	46432	            Ferritrophicum	37	37	  0.02
G	46433	            Sulfuricella	31	31	  0.01
G	46434	            Sulfuriferula	4	4	  0.00
F	46325	          Hydrogenophilaceae	0	62	  0.03
G	46331	            Thiobacillus	36	36	  0.02
G	46333	            uncultured	16	16	  0.01
G	46330	            Tepidiphilus	5	5	  0.00
