Taxon_ID	Taxon_Name	Taxonomic_Level	Total_Reads	Abundance_Percentage
G	1762	            Lysinibacillus	2	2	  0.00
G	1768	            Sporosarcina	1	1	  0.00
G	1767	            Solibacillus	1	1	  0.00
O	1800	        Lactobacillales	1	59	  0.07
F	1836	          Lactobacillaceae	0	15	  0.02
G	50160	            Limosilactobacillus	14	14	  0.02
G	1837	            Lactobacillus	1	1	  0.00
F	1850	          Streptococcaceae	0	14	  0.02
G	1853	            Streptococcus	14	14	  0.02
F	1811	          Carnobacteriaceae	2	11	  0.01
G	1826	            Trichococcus	8	8	  0.01
G	1821	            Granulicatella	1	1	  0.00
F	1828	          Enterococcaceae	0	11	  0.01
G	1831	            Enterococcus	11	11	  0.01
F	45256	          Listeriaceae	0	7	  0.01
G	45258	            Listeria	7	7	  0.01
O	45284	        Staphylococcales	0	14	  0.02
F	45287	          Staphylococcaceae	0	14	  0.02
G	45295	            Staphylococcus	14	14	  0.02
O	45270	        Paenibacillales	0	7	  0.01
F	45271	          Paenibacillaceae	0	7	  0.01
G	45277	            Paenibacillus	6	6	  0.01
G	45274	            Cohnella	1	1	  0.00
O	45200	        Erysipelotrichales	0	1	  0.00
F	45201	          Erysipelatoclostridiaceae	0	1	  0.00
G	45212	            UCG-004	1	1	  0.00
C	2164	      Negativicutes	0	18	  0.02
O	45752	        Veillonellales-Selenomonadales	0	16	  0.02
F	45766	          Sporomusaceae	0	11	  0.01
G	45779	            uncultured	5	5	  0.01
G	45774	            Pelosinus	2	2	  0.00
G	45777	            Sporomusa	2	2	  0.00
G	45767	            Acetonema	1	1	  0.00
G	45769	            Anaerosinus	1	1	  0.00
F	45753	          Selenomonadaceae	0	4	  0.00
G	45762	            Selenomonas	3	3	  0.00
G	45764	            Zymophilus	1	1	  0.00
F	45780	          Veillonellaceae	0	1	  0.00
G	45783	            Dialister	1	1	  0.00
O	45789	        uncultured	2	2	  0.00
C	14398	      Limnochordia	0	3	  0.00
G	45724	        Hydrogenispora	2	2	  0.00
O	14399	        Limnochordales	0	1	  0.00
F	14400	          Limnochordaceae	1	1	  0.00
C	45687	      Desulfotomaculia	0	1	  0.00
O	45699	        Desulfotomaculales	0	1	  0.00
F	50222	          Pelotomaculaceae	0	1	  0.00
G	50224	            Pelotomaculum	1	1	  0.00
P	46698	    Verrucomicrobiota	0	399	  0.50
C	46771	      Verrucomicrobiae	5	366	  0.46
O	46791	        Opitutales	0	256	  0.32
F	46792	          Opitutaceae	4	222	  0.28
G	46797	            IMCC26134	174	174	  0.22
G	46799	            Opitutus	16	16	  0.02
G	46798	            Lacunisphaera	15	15	  0.02
G	46800	            uncultured	7	7	  0.01
G	46794	            Cephaloticoccus	3	3	  0.00
G	46793	            Alterococcus	2	2	  0.00
G	46796	            Ereboglobus	1	1	  0.00
F	46801	          Puniceicoccaceae	5	34	  0.04
G	46807	            Pelagicoccus	10	10	  0.01
G	46803	            Cerasicoccus	6	6	  0.01
G	46808	            Puniceicoccus	6	6	  0.01
G	46809	            Verruc-01	3	3	  0.00
G	46805	            Lentimonas	2	2	  0.00
G	46804	            Coraliomargarita	1	1	  0.00
G	46806	            MB11C04 marine group	1	1	  0.00
O	46847	        uncultured	102	102	  0.13
O	46829	        Verrucomicrobiales	0	3	  0.00
F	46833	          Rubritaleaceae	3	3	  0.00
C	46766	      Omnitrophia	0	21	  0.03
O	46767	        Omnitrophales	3	21	  0.03
F	46768	          Omnitrophaceae	0	16	  0.02
G	46769	            Candidatus Omnitrophus	16	16	  0.02
F	46770	          koll11	2	2	  0.00
C	46741	      Lentisphaeria	0	11	  0.01
O	46742	        Lentisphaerales	0	6	  0.01
F	46743	          Lentisphaeraceae	0	6	  0.01
G	46744	            Lentisphaera	6	6	  0.01
O	46756	        Victivallales	2	3	  0.00
F	46760	          PRD18C08	1	1	  0.00
O	46745	        Oligosphaerales	0	1	  0.00
F	46747	          Oligosphaeraceae	1	1	  0.00
O	46755	        SS1-B-02-17	1	1	  0.00
C	46732	      Kiritimatiellae	0	1	  0.00
O	46740	        WCHB1-41	1	1	  0.00
P	45909	    Myxococcota	0	70	  0.09
C	45932	      Polyangia	0	65	  0.08
O	45935	        Haliangiales	0	48	  0.06
F	45936	          Haliangiaceae	0	48	  0.06
G	45937	            Haliangium	48	48	  0.06
O	45948	        Polyangiales	0	11	  0.01
F	45965	          Sandaracinaceae	0	8	  0.01
G	45967	            uncultured	8	8	  0.01
F	45950	          BIrii41	2	2	  0.00
F	45954	          Polyangiaceae	0	1	  0.00
G	45964	            uncultured	1	1	  0.00
O	45933	        Blfdi19	5	5	  0.01
O	45972	        mle1-27	1	1	  0.00
C	45910	      Myxococcia	0	4	  0.00
O	45911	        Myxococcales	0	4	  0.00
F	45915	          Myxococcaceae	0	4	  0.00
G	45925	            P3OB-42	4	4	  0.00
C	45973	      bacteriap25	1	1	  0.00
P	46016	    Planctomycetota	0	65	  0.08
C	46071	      Planctomycetes	0	41	  0.05
O	46072	        Gemmatales	0	21	  0.03
F	46073	          Gemmataceae	0	21	  0.03
G	46079	            uncultured	12	12	  0.01
G	46075	            Gemmata	5	5	  0.01
G	46074	            Fimbriiglobus	3	3	  0.00
G	46078	            Zavarzinella	1	1	  0.00
O	46089	        Pirellulales	0	8	  0.01
F	46090	          Pirellulaceae	0	8	  0.01
G	46107	            uncultured	3	3	  0.00
G	46099	            Pirellula	2	2	  0.00
G	46094	            Candidatus Anammoximicrobium	1	1	  0.00
G	46098	            Pir4 lineage	1	1	  0.00
G	46100	            Rhodopirellula	1	1	  0.00
O	46108	        Planctomycetales	0	6	  0.01
F	46112	          Rubinisphaeraceae	0	5	  0.01
G	46116	            SH-PL14	4	4	  0.00
G	46115	            Rubinisphaera	1	1	  0.00
F	46121	          uncultured	1	1	  0.00
O	46080	        Isosphaerales	0	3	  0.00
F	46081	          Isosphaeraceae	0	3	  0.00
G	46088	            uncultured	2	2	  0.00
G	46087	            Tundrisphaera	1	1	  0.00
O	46122	        uncultured	3	3	  0.00
C	46125	      vadinHA49	14	14	  0.02
C	46033	      Phycisphaerae	0	7	  0.01
O	46047	        Phycisphaerales	0	4	  0.00
F	46049	          Phycisphaeraceae	0	3	  0.00
G	46057	            SM1A02	2	2	  0.00
G	46060	            uncultured	1	1	  0.00
F	46048	          AKAU3564 sediment group	1	1	  0.00
O	46063	        Tepidisphaerales	0	2	  0.00
F	46065	          Tepidisphaeraceae	1	1	  0.00
F	46067	          WD2101 soil group	1	1	  0.00
O	46068	        mle1-8	1	1	  0.00
C	46032	      OM190	1	1	  0.00
C	46069	      Pla3 lineage	1	1	  0.00
C	46070	      Pla4 lineage	1	1	  0.00
P	44430	    Bdellovibrionota	0	48	  0.06
C	44443	      Oligoflexia	0	35	  0.04
O	44444	        0319-6G20	19	19	  0.02
O	44446	        Oligoflexales	0	11	  0.01
F	50040	          Oligoflexaceae	0	11	  0.01
G	50041	            Oligoflexus	8	8	  0.01
G	50043	            uncultured	3	3	  0.00
O	44450	        Silvanigrellales	0	3	  0.00
F	44451	          Silvanigrellaceae	0	3	  0.00
G	44453	            Silvanigrella	3	3	  0.00
O	44445	        053A03-B-DI-P58	2	2	  0.00
C	44431	      Bdellovibrionia	0	13	  0.02
O	44438	        Bdellovibrionales	0	8	  0.01
F	44439	          Bdellovibrionaceae	0	8	  0.01
G	44441	            OM27 clade	8	8	  0.01
O	44432	        Bacteriovoracales	0	5	  0.01
F	44433	          Bacteriovoracaceae	0	5	  0.01
G	44434	            Bacteriovorax	3	3	  0.00
G	44436	            Peredibacter	2	2	  0.00
P	45116	    Fibrobacterota	0	45	  0.06
C	45126	      Fibrobacteria	0	45	  0.06
O	45127	        Fibrobacterales	0	45	  0.06
F	45135	          Fibrobacteraceae	0	45	  0.06
G	45140	            uncultured	41	41	  0.05
G	45137	            possible genus 04	3	3	  0.00
G	45139	            possible genus 06	1	1	  0.00
P	25752	    Patescibacteria	0	40	  0.05
C	25772	      Microgenomatia	0	26	  0.03
O	25782	        Candidatus Roizmanbacteria	17	17	  0.02
O	25776	        Candidatus Collierbacteria	4	4	  0.00
O	25781	        Candidatus Pacebacteria	4	4	  0.00
O	25785	        Candidatus Woykebacteria	1	1	  0.00
C	25821	      Saccharimonadia	0	11	  0.01
O	25822	        Saccharimonadales	4	11	  0.01
F	25823	          Saccharimonadaceae	1	4	  0.00
G	46010	            TM7a	2	2	  0.00
G	46011	            TM7x	1	1	  0.00
F	46008	          LWQ8	3	3	  0.00
C	25764	      Gracilibacteria	0	3	  0.00
O	25766	        Candidatus Abawacabacteria	1	1	  0.00
O	25767	        Candidatus Peregrinibacteria	1	1	  0.00
O	25768	        Candidatus Peribacteria	1	1	  0.00
P	45873	    Gemmatimonadota	0	23	  0.03
C	45876	      Gemmatimonadetes	0	18	  0.02
O	45877	        Gemmatimonadales	0	18	  0.02
F	45878	          Gemmatimonadaceae	0	18	  0.02
G	45881	            uncultured	14	14	  0.02
G	45879	            Gemmatimonas	4	4	  0.00
C	45889	      S0134 terrestrial group	5	5	  0.01
P	1385	    Chloroflexi	0	18	  0.02
C	1448	      KD4-96	9	9	  0.01
C	1386	      Anaerolineae	1	5	  0.01
O	1387	        Anaerolineales	0	2	  0.00
F	1388	          Anaerolineaceae	0	2	  0.00
G	1389	            Anaerolinea	1	1	  0.00
G	1395	            uncultured	1	1	  0.00
O	25133	        Caldilineales	0	1	  0.00
F	25134	          Caldilineaceae	0	1	  0.00
G	25137	            uncultured	1	1	  0.00
O	25142	        SBR1031	1	1	  0.00
C	1411	      Chloroflexia	0	3	  0.00
O	25163	        Thermomicrobiales	0	2	  0.00
F	25165	          JG30-KF-CM45	2	2	  0.00
O	1413	        Chloroflexales	0	1	  0.00
F	25155	          Herpetosiphonaceae	0	1	  0.00
G	25156	            Herpetosiphon	1	1	  0.00
C	1480	      SL56 marine group	1	1	  0.00
P	44898	    Desulfobacterota	0	18	  0.02
C	45011	      Desulfuromonadia	0	11	  0.01
O	45012	        Bradymonadales	4	4	  0.00
O	50120	        Desulfuromonadales	0	4	  0.00
F	50133	          Geothermobacteraceae	0	4	  0.00
G	50134	            Geothermobacter	4	4	  0.00
O	45022	        Geobacterales	0	3	  0.00
F	45023	          Geobacteraceae	0	3	  0.00
G	45025	            Geobacter	2	2	  0.00
G	45028	            uncultured	1	1	  0.00
C	44985	      Desulfovibrionia	0	3	  0.00
O	44986	        Desulfovibrionales	0	3	  0.00
F	45002	          Desulfovibrionaceae	0	3	  0.00
G	45006	            Desulfovibrio	3	3	  0.00
C	45053	      Syntrophia	0	2	  0.00
O	45054	        Syntrophales	0	2	  0.00
F	45057	          Syntrophaceae	0	2	  0.00
G	45058	            Syntrophus	2	2	  0.00
C	44906	      Desulfobaccia	0	1	  0.00
O	44907	        Desulfobaccales	0	1	  0.00
F	44908	          Desulfobaccaceae	0	1	  0.00
G	44909	            Desulfobacca	1	1	  0.00
C	44910	      Desulfobacteria	0	1	  0.00
O	44914	        Desulfobacterales	0	1	  0.00
F	44938	          Desulfosarcinaceae	0	1	  0.00
G	44951	            SEEP-SRB1	1	1	  0.00
P	43177	    Acidobacteriota	0	18	  0.02
C	43258	      Subgroup 5	5	5	  0.01
C	43267	      Vicinamibacteria	0	4	  0.00
O	43269	        Subgroup 17	2	2	  0.00
O	43270	        Subgroup 9	1	1	  0.00
O	43271	        Vicinamibacterales	0	1	  0.00
F	43276	          uncultured	1	1	  0.00
C	43179	      Acidobacteriae	0	3	  0.00
O	43198	        Bryobacterales	0	3	  0.00
F	43199	          Bryobacteraceae	0	3	  0.00
G	43200	            Bryobacter	3	3	  0.00
C	43237	      Holophagae	0	3	  0.00
O	43248	        Subgroup 7	2	2	  0.00
O	43242	        Holophagales	0	1	  0.00
F	43243	          Holophagaceae	0	1	  0.00
G	43244	            Geothrix	1	1	  0.00
C	43255	      Subgroup 22	2	2	  0.00
C	43215	      Blastocatellia	0	1	  0.00
O	43216	        11-24	1	1	  0.00
P	45985	    Nitrospirota	0	15	  0.02
C	45994	      Nitrospiria	0	13	  0.02
O	45995	        Nitrospirales	0	13	  0.02
F	45996	          Nitrospiraceae	0	13	  0.02
G	45997	            Nitrospira	13	13	  0.02
C	45998	      Thermodesulfovibrionia	0	2	  0.00
O	46006	        uncultured	2	2	  0.00
P	43853	    Armatimonadota	0	12	  0.01
C	43854	      Armatimonadia	0	12	  0.01
O	43855	        Armatimonadales	0	12	  0.01
F	43856	          Armatimonadaceae	0	12	  0.01
G	43857	            Armatimonas	12	12	  0.01
P	45855	    Fusobacteriota	0	12	  0.01
C	45856	      Fusobacteriia	0	12	  0.01
O	45857	        Fusobacteriales	0	12	  0.01
F	45864	          Leptotrichiaceae	0	11	  0.01
G	45866	            Hypnocyclicus	10	10	  0.01
G	45872	            uncultured	1	1	  0.00
F	45858	          Fusobacteriaceae	0	1	  0.00
G	45859	            Cetobacterium	1	1	  0.00
P	45093	    Elusimicrobiota	1	9	  0.01
C	45095	      Elusimicrobia	0	8	  0.01
O	45100	        Lineage IV	5	5	  0.01
O	45102	        MVP-88	3	3	  0.00
P	46586	    SAR324 clade(Marine group B)	8	8	  0.01
P	46587	    Spirochaetota	0	7	  0.01
C	46609	      Spirochaetia	0	7	  0.01
O	46610	        Spirochaetales	0	7	  0.01
F	46611	          Spirochaetaceae	1	7	  0.01
G	46624	            Treponema	5	5	  0.01
G	46622	            Spirochaeta 2	1	1	  0.00
P	11400	    Hydrogenedentes	0	6	  0.01
C	25702	      Hydrogenedentia	0	6	  0.01
O	25703	        Hydrogenedentiales	0	6	  0.01
F	25704	          Hydrogenedensaceae	5	6	  0.01
G	45890	            YC-ZSS-LKJ63	1	1	  0.00
P	44537	    Cloacimonadota	0	4	  0.00
C	44538	      Cloacimonadia	0	4	  0.00
O	44539	        Cloacimonadales	0	4	  0.00
F	44551	          SHA-4	4	4	  0.00
P	45974	    NB1-j	4	4	  0.00
P	45897	    Methylomirabilota	0	3	  0.00
C	45898	      Methylomirabilia	0	3	  0.00
O	45899	        Methylomirabilales	0	3	  0.00
F	45900	          Methylomirabilaceae	0	3	  0.00
G	45901	            Candidatus Methylomirabilis	3	3	  0.00
P	46635	    Synergistota	0	3	  0.00
C	46636	      Synergistia	0	3	  0.00
O	46637	        Synergistales	0	3	  0.00
F	46638	          Synergistaceae	0	3	  0.00
G	46657	            uncultured	3	3	  0.00
P	45891	    Latescibacterota	1	2	  0.00
C	45892	      Latescibacteria	0	1	  0.00
O	45893	        Latescibacterales	0	1	  0.00
F	45894	          Latescibacteraceae	1	1	  0.00
P	27010	    WPS-2	2	2	  0.00
P	46584	    RCP2-54	2	2	  0.00
P	45976	    Nitrospinota	0	2	  0.00
C	45984	      P9X2b3D02	2	2	  0.00
P	44881	    Deinococcota	0	1	  0.00
C	44882	      Deinococci	0	1	  0.00
O	44883	        Deinococcales	0	1	  0.00
F	44884	          Deinococcaceae	0	1	  0.00
G	44886	            Deinococcus	1	1	  0.00
P	44863	    DTB120	1	1	  0.00
P	25541	    Dependentiae	0	1	  0.00
C	25542	      Babeliae	0	1	  0.00
O	25543	        Babeliales	0	1	  0.00
F	25548	          Vermiphilaceae	1	1	  0.00
U	0	unclassified	5	5	 55.56
R	1	root	0	4	 44.44
D	3	  Bacteria	0	4	 44.44
P	1500	    Cyanobacteria	0	3	 33.33
C	44560	      Cyanobacteriia	0	3	 33.33
O	44561	        Chloroplast	3	3	 33.33
P	2375	    Proteobacteria	0	1	 11.11
C	3303	      Gammaproteobacteria	0	1	 11.11
O	46449	        Enterobacterales	0	1	 11.11
F	46454	          Enterobacteriaceae	0	1	 11.11
G	46463	            Escherichia-Shigella	1	1	 11.11
U	0	unclassified	4	4	 20.00
R	1	root	0	16	 80.00
D	3	  Bacteria	0	16	 80.00
P	2375	    Proteobacteria	0	12	 60.00
C	3303	      Gammaproteobacteria	0	11	 55.00
O	46449	        Enterobacterales	0	10	 50.00
F	46454	          Enterobacteriaceae	0	10	 50.00
G	46463	            Escherichia-Shigella	9	9	 45.00
G	46462	            Enterobacter	1	1	  5.00
O	46187	        Burkholderiales	0	1	  5.00
F	46259	          Comamonadaceae	0	1	  5.00
G	46283	            Limnohabitans	1	1	  5.00
C	2379	      Alphaproteobacteria	0	1	  5.00
O	2557	        Rhodobacterales	0	1	  5.00
F	2558	          Rhodobacteraceae	0	1	  5.00
G	2607	            Paracoccus	1	1	  5.00
P	1500	    Cyanobacteria	0	4	 20.00
C	44560	      Cyanobacteriia	0	4	 20.00
O	44561	        Chloroplast	4	4	 20.00
U	0	unclassified	4	4	 16.67
R	1	root	0	20	 83.33
D	3	  Bacteria	0	20	 83.33
P	1500	    Cyanobacteria	0	10	 41.67
C	44560	      Cyanobacteriia	0	10	 41.67
O	44561	        Chloroplast	10	10	 41.67
P	2375	    Proteobacteria	0	8	 33.33
C	3303	      Gammaproteobacteria	0	5	 20.83
O	46187	        Burkholderiales	0	3	 12.50
F	46259	          Comamonadaceae	0	2	  8.33
G	46269	            Comamonas	1	1	  4.17
G	46298	            Rhodoferax	1	1	  4.17
F	46436	          Sutterellaceae	0	1	  4.17
G	46437	            AAP99	1	1	  4.17
O	46449	        Enterobacterales	0	2	  8.33
F	46454	          Enterobacteriaceae	0	2	  8.33
G	46463	            Escherichia-Shigella	2	2	  8.33
C	2379	      Alphaproteobacteria	0	3	 12.50
O	2557	        Rhodobacterales	0	3	 12.50
F	2558	          Rhodobacteraceae	0	3	 12.50
G	2620	            Pseudorhodobacter	1	1	  4.17
G	2654	            Tabrizicola	1	1	  4.17
G	2634	            Roseivivax	1	1	  4.17
P	43868	    Bacteroidota	0	1	  4.17
C	43869	      Bacteroidia	0	1	  4.17
O	44057	        Cytophagales	0	1	  4.17
F	44135	          Spirosomaceae	0	1	  4.17
G	44150	            Pseudarcicella	1	1	  4.17
P	1672	    Firmicutes	0	1	  4.17
C	1673	      Bacilli	0	1	  4.17
O	1800	        Lactobacillales	0	1	  4.17
F	1836	          Lactobacillaceae	0	1	  4.17
G	50160	            Limosilactobacillus	1	1	  4.17
U	0	unclassified	10	10	 40.00
R	1	root	0	15	 60.00
D	3	  Bacteria	0	15	 60.00
P	2375	    Proteobacteria	0	9	 36.00
C	3303	      Gammaproteobacteria	1	8	 32.00
O	46187	        Burkholderiales	0	6	 24.00
F	46259	          Comamonadaceae	0	6	 24.00
G	46290	            Pelomonas	2	2	  8.00
G	46298	            Rhodoferax	2	2	  8.00
G	46283	            Limnohabitans	1	1	  4.00
G	46294	            Pseudorhodoferax	1	1	  4.00
O	46449	        Enterobacterales	0	1	  4.00
F	46454	          Enterobacteriaceae	0	1	  4.00
G	46463	            Escherichia-Shigella	1	1	  4.00
C	2379	      Alphaproteobacteria	0	1	  4.00
O	2557	        Rhodobacterales	0	1	  4.00
F	2558	          Rhodobacteraceae	0	1	  4.00
G	2654	            Tabrizicola	1	1	  4.00
P	43868	    Bacteroidota	0	3	 12.00
C	43869	      Bacteroidia	0	3	 12.00
O	44057	        Cytophagales	0	2	  8.00
F	44135	          Spirosomaceae	0	2	  8.00
G	44150	            Pseudarcicella	2	2	  8.00
O	44160	        Flavobacteriales	0	1	  4.00
F	44183	          Flavobacteriaceae	0	1	  4.00
G	44221	            Flavobacterium	1	1	  4.00
P	1500	    Cyanobacteria	0	2	  8.00
C	44560	      Cyanobacteriia	0	2	  8.00
O	44561	        Chloroplast	2	2	  8.00
P	46698	    Verrucomicrobiota	0	1	  4.00
C	46771	      Verrucomicrobiae	0	1	  4.00
O	46791	        Opitutales	0	1	  4.00
F	46801	          Puniceicoccaceae	0	1	  4.00
G	46809	            Verruc-01	1	1	  4.00
U	0	unclassified	6	6	  0.00
R	1	root	0	169067	100.00
D	3	  Bacteria	52	169066	100.00
P	1500	    Cyanobacteria	0	100363	 59.36
C	44560	      Cyanobacteriia	3	100355	 59.36
O	44561	        Chloroplast	100344	100344	 59.35
O	44753	        Leptolyngbyales	0	4	  0.00
F	44754	          Leptolyngbyaceae	0	4	  0.00
G	44776	            uncultured	2	2	  0.00
G	50104	            Calothrix KVSF5	2	2	  0.00
O	44562	        Cyanobacteriales	0	3	  0.00
F	44709	          Phormidiaceae	0	2	  0.00
G	44719	            Tychonema CCAP 1459-11B	2	2	  0.00
F	44565	          Chroococcidiopsaceae	0	1	  0.00
G	44575	            uncultured	1	1	  0.00
O	44827	        Synechococcales	0	1	  0.00
F	44828	          Cyanobiaceae	0	1	  0.00
G	44829	            Cyanobium PCC-6307	1	1	  0.00
C	44854	      Vampirivibrionia	0	8	  0.00
O	44856	        Gastranaerophilales	7	7	  0.00
O	44855	        Caenarcaniphilales	1	1	  0.00
P	2375	    Proteobacteria	10	59948	 35.46
C	3303	      Gammaproteobacteria	25	53263	 31.50
O	46187	        Burkholderiales	206	51520	 30.47
F	46259	          Comamonadaceae	5539	48040	 28.41
G	46283	            Limnohabitans	9803	9803	  5.80
G	46269	            Comamonas	7629	7629	  4.51
G	46298	            Rhodoferax	4255	4255	  2.52
G	46260	            Acidovorax	3442	3442	  2.04
G	46272	            Delftia	3173	3173	  1.88
G	46309	            Variovorax	2349	2349	  1.39
G	46315	            uncultured	1247	1247	  0.74
G	46292	            Polaromonas	1105	1105	  0.65
G	46290	            Pelomonas	1087	1087	  0.64
G	46276	            Hydrogenophaga	1055	1055	  0.62
G	46266	            Caenimonas	841	841	  0.50
G	46294	            Pseudorhodoferax	823	823	  0.49
G	46262	            Aquabacterium	673	673	  0.40
G	46273	            Diaphorobacter	669	669	  0.40
G	46296	            Ramlibacter	659	659	  0.39
G	46265	            Brachymonas	499	499	  0.30
G	46303	            Simplicispira	462	462	  0.27
G	46304	            Sphaerotilus	346	346	  0.20
G	46297	            Rhizobacter	321	321	  0.19
G	46310	            Verminephrobacter	295	295	  0.17
G	46268	            Candidatus Symbiobacter	269	269	  0.16
G	46282	            Leptothrix	263	263	  0.16
G	46271	            Curvibacter	217	217	  0.13
G	46293	            Pseudacidovorax	216	216	  0.13
G	46287	            Mitsuaria	184	184	  0.11
G	46288	            Ottowia	145	145	  0.09
G	46278	            Ideonella	111	111	  0.07
G	46312	            Xylophilus	66	66	  0.04
G	46281	            Lampropedia	47	47	  0.03
G	46289	            Paucibacter	40	40	  0.02
G	46279	            Inhella	28	28	  0.02
G	46261	            Alicycliphilus	26	26	  0.02
G	46274	            Extensimonas	24	24	  0.01
G	46285	            Malikia	23	23	  0.01
G	46295	            RS62 marine group	17	17	  0.01
G	46300	            Roseateles	17	17	  0.01
G	46311	            Xenophilus	14	14	  0.01
G	46307	            Thiomonas	13	13	  0.01
G	46277	            Hylemonella	7	7	  0.00
G	46275	            Giesbergeria	7	7	  0.00
G	46299	            Rivibacter	7	7	  0.00
G	46284	            Macromonas	6	6	  0.00
G	46286	            Methylibium	5	5	  0.00
G	46306	            Tepidimonas	5	5	  0.00
G	46267	            Caldimonas	3	3	  0.00
G	46291	            Piscinibacter	3	3	  0.00
G	46305	            Tepidicella	2	2	  0.00
G	46280	            Kinneretia	2	2	  0.00
G	46314	            [Polyangium] brachysporum group	1	1	  0.00
F	46337	          Methylophilaceae	37	878	  0.52
G	46347	            uncultured	640	640	  0.38
G	46343	            Methylotenera	87	87	  0.05
G	46342	            Methylophilus	65	65	  0.04
G	46345	            OM43 clade	25	25	  0.01
G	46341	            Methylobacillus	8	8	  0.00
G	46346	            UBA6140	8	8	  0.00
G	46338	            Candidatus Methylopumilus	4	4	  0.00
G	46340	            MM2	4	4	  0.00
F	46220	          Burkholderiaceae	13	713	  0.42
G	46229	            Polynucleobacter	448	448	  0.26
G	46221	            Burkholderia-Caballeronia-Paraburkholderia	164	164	  0.10
G	46224	            Cupriavidus	43	43	  0.03
G	46230	            Ralstonia	22	22	  0.01
G	46225	            Lautropia	12	12	  0.01
G	46226	            Limnobacter	8	8	  0.00
G	46228	            Pandoraea	2	2	  0.00
G	46232	            uncultured	1	1	  0.00
F	46375	          Oxalobacteraceae	17	467	  0.28
G	46388	            Massilia	231	231	  0.14
G	46397	            Undibacterium	51	51	  0.03
G	46387	            Janthinobacterium	34	34	  0.02
G	46385	            Herbaspirillum	28	28	  0.02
G	46389	            Noviherbaspirillum	26	26	  0.02
G	46382	            Collimonas	23	23	  0.01
G	46400	            uncultured	18	18	  0.01
G	46383	            Duganella	15	15	  0.01
G	46386	            Herminiimonas	9	9	  0.01
G	46390	            Oxalicibacterium	4	4	  0.00
G	46381	            Candidatus Zinderia	3	3	  0.00
G	46376	            Actimicrobium	2	2	  0.00
G	46399	            s3t2d-1089	2	2	  0.00
G	46377	            CM1G08	2	2	  0.00
G	46380	            Candidatus Vidania	1	1	  0.00
G	46391	            Oxalobacter	1	1	  0.00
F	46189	          Alcaligenaceae	23	436	  0.26
G	46190	            Achromobacter	261	261	  0.15
G	46192	            Alcaligenes	52	52	  0.03
G	46200	            GKS98 freshwater group	30	30	  0.02
G	46206	            Parapusillimonas	14	14	  0.01
G	46194	            Bordetella	12	12	  0.01
G	46212	            Verticiella	9	9	  0.01
G	46210	            Pusillimonas	9	9	  0.01
G	46202	            Oligella	8	8	  0.00
G	46196	            Candidimonas	7	7	  0.00
G	46191	            Advenella	2	2	  0.00
G	46203	            Orrella	2	2	  0.00
G	46199	            Eoetvoesia	1	1	  0.00
G	46197	            Castellaniella	1	1	  0.00
G	46207	            Parvibium	1	1	  0.00
G	46209	            Pigmentiphaga	1	1	  0.00
G	46195	            Candidatus Kinetoplastibacterium	1	1	  0.00
G	46211	            Taylorella	1	1	  0.00
G	46213	            uncultured	1	1	  0.00
F	46403	          Rhodocyclaceae	12	315	  0.19
G	46424	            Sulfuritalea	113	113	  0.07
G	46411	            Dechloromonas	46	46	  0.03
G	46428	            Zoogloea	34	34	  0.02
G	46425	            Thauera	30	30	  0.02
G	46413	            Denitratisoma	29	29	  0.02
G	46429	            uncultured	24	24	  0.01
G	46409	            Candidatus Accumulibacter	8	8	  0.00
G	46426	            Uliginosibacterium	3	3	  0.00
G	46405	            Azonexus	2	2	  0.00
G	46422	            Sterolibacterium	2	2	  0.00
G	46415	            Ferribacterium	2	2	  0.00
G	46410	            Dechlorobacter	2	2	  0.00
G	46406	            Azospira	2	2	  0.00
G	46404	            Azoarcus	2	2	  0.00
G	46414	            Denitromonas	1	1	  0.00
G	46416	            Georgfuchsia	1	1	  0.00
G	46417	            Methyloversatilis	1	1	  0.00
G	46412	            Dechlorosoma	1	1	  0.00
F	46430	          SC-I-84	148	148	  0.09
F	46361	          Nitrosomonadaceae	2	97	  0.06
G	46364	            Ellin6067	42	42	  0.02
G	46367	            MND1	28	28	  0.02
G	46368	            Nitrosomonas	11	11	  0.01
G	46362	            966-1	5	5	  0.00
G	46366	            IS-44	3	3	  0.00
G	46369	            Nitrosospira	3	3	  0.00
G	46365	            GOUTA6	2	2	  0.00
G	46372	            mle1-7	1	1	  0.00
F	46251	          Chromobacteriaceae	0	50	  0.03
G	46258	            Vogesella	48	48	  0.03
G	46253	            Chromobacterium	1	1	  0.00
G	46254	            Crenobacter	1	1	  0.00
F	46348	          Neisseriaceae	1	32	  0.02
G	46354	            Neisseria	22	22	  0.01
G	46360	            uncultured	6	6	  0.00
G	46353	            Kingella	3	3	  0.00
F	46325	          Hydrogenophilaceae	0	28	  0.02
G	46331	            Thiobacillus	16	16	  0.01
G	46333	            uncultured	5	5	  0.00
G	46327	            Hydrogenophilus	4	4	  0.00
G	46328	            Spirillum	3	3	  0.00
F	46442	          TRA3-20	22	22	  0.01
F	46319	          Gallionellaceae	0	21	  0.01
G	46323	            Sideroxydans	10	10	  0.01
G	46322	            Gallionella	7	7	  0.00
G	46320	            Candidatus Nitrotoga	3	3	  0.00
G	46324	            uncultured	1	1	  0.00
F	46431	          Sulfuricellaceae	0	15	  0.01
G	46432	            Ferritrophicum	11	11	  0.01
